,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,name,position,value,Goals_Assists,position_short,team_short,understat_ID,xG,xA,shots,key_passes,npg,npxG,xGChain,xGBuildup,Difficulty,Avg_Difficulty,GW,Opponents,Home_away
39,,,178301,0,0,0,0,0,4,2.4,2.9,1,Ollie,1.0,40,False,,,75,178301.jpg,0.1,Watkins,3.6,False,,a,Aston Villa,7,1,5100,5100,43748,43748,0.1,0.1,Watkins,24,0,0,0,1,0,0,0,0,0,0,0,3,2.0,11.8,2.0,1.6,239,21,104,9,182,28,201,23,,,,,3.0,,Ollie Watkins Watkins,Forward,0.1,0,F,AVL,8865,0.0,0.02232612855732441,0.0,1.0,0.0,0.0,0.02232612855732441,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
40,,,184704,0,0,0,0,0,3,1.0,1.5,0,Marvelous,0.0,41,False,,,45,184704.jpg,0.0,Nakamba,0.2,False,,a,Aston Villa,7,0,1081,1081,1359,1359,0.0,0.0,Nakamba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,389,136,389,146,338,122,405,145,,,,,,,Marvelous Nakamba Nakamba,Midfielder,0.0,0,M,AVL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
41,,,195546,0,0,0,0,0,3,2.2,2.7,1,Emiliano,1.0,42,False,,,60,195546.jpg,0.2,Buendía Stati,0.5,False,,a,Aston Villa,7,1,1132,1132,4201,4201,0.2,0.2,Buendía,45,0,0,0,1,0,0,0,0,0,0,0,8,4.8,15.8,2.0,2.3,206,87,75,49,178,98,163,79,,,,,,,Emiliano Buendía Stati Buendía,Midfielder,0.2,0,M,AVL,2203,0.0,0.015612097457051277,0.0,1.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
42,,,199796,0,0,0,0,0,2,2.3,2.8,1,Matty,1.0,43,False,,,50,199796.jpg,0.2,Cash,18.6,False,,a,Aston Villa,7,1,20398,20398,105954,105954,0.2,0.2,Cash,90,0,0,0,2,0,0,0,0,0,0,0,15,13.2,11.0,10.0,3.4,130,64,108,33,97,20,124,37,,,,,,,Matty Cash Cash,Defender,0.2,0,D,AVL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
43,100.0,100.0,199798,0,0,0,0,0,2,1.9,2.4,1,Ezri,1.0,44,False,,2022-07-05T15:30:04.118376Z,45,199798.jpg,0.2,Konsa Ngoyo,0.3,False,,a,Aston Villa,7,1,1361,1361,1305,1305,0.2,0.2,Konsa,90,0,0,0,2,0,0,0,0,0,0,0,16,20.8,1.3,0.0,2.2,70,28,185,62,350,153,165,60,,,,,,,Ezri Konsa Ngoyo Konsa,Defender,0.2,0,D,AVL,7726,0.0,0.0,0.0,0.0,0.0,0.0,0.06019921228289604,0.06019921228289604,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
44,,,215711,0,0,0,0,0,3,1.6,2.1,2,Leon,2.0,45,False,,,50,215711.jpg,0.4,Bailey,17.6,False,,a,Aston Villa,7,2,37748,37748,46106,46106,0.4,0.4,Bailey,90,0,0,0,2,0,0,0,0,0,0,0,8,12.8,31.9,22.0,6.7,135,47,23,17,55,31,44,27,,,3.0,,,,Leon Bailey Bailey,Midfielder,0.4,0,M,AVL,5221,0.07671184092760086,0.010997343808412552,1.0,1.0,0.0,0.07671184092760086,0.19181253015995026,0.10410334914922714,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
45,,,230046,0,0,0,0,0,3,1.6,2.1,0,Douglas Luiz,0.0,46,False,,,50,230046.jpg,0.0,Soares de Paulo,0.7,False,,a,Aston Villa,7,0,830,830,6411,6411,0.0,0.0,Douglas Luiz,8,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,2.3,8.0,1.0,515,216,158,92,112,67,229,103,2.0,,2.0,,,,Douglas Luiz Soares de Paulo Douglas Luiz,Midfielder,0.0,0,M,AVL,6122,0.02600441314280033,0.0,1.0,0.0,0.0,0.02600441314280033,0.037001755088567734,0.010997343808412552,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
46,,,232653,0,0,0,0,0,3,2.0,2.5,0,Jacob,0.0,47,False,,,55,232653.jpg,0.0,Ramsey,2.0,False,,a,Aston Villa,7,0,2346,2346,15638,15638,0.0,0.0,Ramsey,45,0,0,0,1,0,0,0,1,0,0,0,11,10.0,22.3,8.0,4.0,159,59,47,34,115,70,102,57,,,,,,,Jacob Ramsey Ramsey,Midfielder,0.0,0,M,AVL,8941,0.058885879814624786,0.1369110494852066,2.0,2.0,0.0,0.058885879814624786,0.15921376645565033,0.07671184092760086,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
47,,,490094,0,0,0,0,0,3,1.0,1.5,0,Tim,0.0,49,False,,,45,490094.jpg,0.0,Iroegbunam,0.0,False,,a,Aston Villa,7,0,180,180,203,203,0.0,0.0,Iroegbunam,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,460,176,463,184,427,162,472,183,,,,,,,Tim Iroegbunam Iroegbunam,Midfielder,0.0,0,M,AVL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
48,,,165659,0,0,0,0,0,2,2.3,2.8,1,Diego Carlos,1.0,50,False,,,50,165659.jpg,0.2,Santos Silva,1.2,False,,a,Aston Villa,7,1,2432,2432,9123,9123,0.2,0.2,Diego Carlos,90,0,0,0,2,0,0,0,0,0,0,0,8,9.2,1.5,3.0,1.4,166,76,171,55,151,41,212,81,,,,,,,Diego Carlos Santos Silva Diego Carlos,Defender,0.2,0,D,AVL,5712,0.01755376346409321,0.0,1.0,0.0,0.0,0.01755376346409321,0.02855110727250576,0.010997343808412552,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
49,,,193488,0,0,0,0,0,3,1.6,2.1,0,Anwar,0.0,51,False,,,50,193488.jpg,0.0,El Ghazi,0.1,False,,a,Aston Villa,7,0,427,427,1330,1330,0.0,0.0,El Ghazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,503,208,512,216,487,199,514,214,,,,,,,Anwar El Ghazi El Ghazi,Midfielder,0.0,0,M,AVL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
50,25.0,25.0,221239,0,0,0,0,0,4,0.4,0.5,0,Keinan,0.0,52,False,Lack of match fitness - 25% chance of playing,2022-08-05T11:30:05.744996Z,55,221239.jpg,0.0,Davis,0.2,False,,d,Aston Villa,7,0,185,185,3645,3645,0.0,0.0,Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,540,41,547,46,538,41,548,46,,,,,,,Keinan Davis Davis,Forward,0.0,0,F,AVL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
51,,,226944,0,0,0,0,0,3,1.6,2.1,2,Boubacar,2.0,53,False,,,50,226944.jpg,0.4,Kamara,0.2,False,,a,Aston Villa,7,2,835,835,1120,1120,0.4,0.4,Kamara,81,0,0,0,2,0,0,0,0,0,0,0,8,5.6,3.8,5.0,1.4,199,83,140,83,127,73,214,97,,,,,,,Boubacar Kamara Kamara,Midfielder,0.4,0,M,AVL,5789,0.015612097457051277,0.0,1.0,0.0,0.0,0.015612097457051277,0.09787648171186447,0.09787648171186447,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
52,,,433979,0,0,0,0,0,4,1.0,1.5,1,Cameron,1.0,54,False,,,45,433979.jpg,0.2,Archer,7.7,False,,a,Aston Villa,7,1,17390,17390,19549,19549,0.2,0.2,Archer,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.3,2.0,0.3,431,30,187,20,162,27,259,30,,,,,,,Cameron Archer Archer,Forward,0.2,0,F,AVL,9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
53,0.0,0.0,481624,0,0,0,0,0,3,0.0,0.0,0,Jaden,0.0,55,False,Joined Cardiff City on loan - Expected back 01 Jul,2022-07-28T16:30:04.277181Z,45,481624.jpg,0.0,Philogene-Bidace,0.0,False,,u,Aston Villa,7,0,0,0,90,90,0.0,0.0,Philogene-Bidace,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456,172,459,180,423,158,468,179,,,,,,,Jaden Philogene-Bidace Philogene-Bidace,Midfielder,0.0,0,M,AVL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
54,,,203368,0,0,0,0,0,2,1.0,1.5,0,Frédéric,0.0,56,False,,,40,203368.jpg,0.0,Guilbert,0.9,False,,a,Aston Villa,7,0,4217,4217,3416,3416,0.0,0.0,Guilbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,296,112,291,109,224,73,312,112,,,,,,,Frédéric Guilbert Guilbert,Defender,0.0,0,D,AVL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
55,,,155561,0,0,0,0,0,2,1.9,2.4,0,Ludwig,0.0,525,False,,,45,155561.jpg,0.0,Augustinsson,0.1,False,,a,Aston Villa,7,0,200,200,452,452,0.0,0.0,Augustinsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,379,166,378,163,322,136,395,166,,,,,,,Ludwig Augustinsson Augustinsson,Defender,0.0,0,D,AVL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
56,,,537043,0,0,0,0,0,2,1.0,1.5,0,Kaine,0.0,537,False,,,40,537043.jpg,0.0,Kesler Hayden,0.2,False,,a,Aston Villa,7,0,924,924,679,679,0.0,0.0,Kesler Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,331,138,326,135,260,100,347,138,,,,,,,Kaine Kesler Hayden Kesler Hayden,Defender,0.0,0,D,AVL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
57,,,18892,0,0,0,0,0,2,1.9,2.4,0,Ashley,0.0,538,False,,,45,18892.jpg,0.0,Young,0.1,False,,a,Aston Villa,7,0,594,594,971,971,0.0,0.0,Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,332,139,327,136,261,101,348,139,,,,,,,Ashley Young Young,Defender,0.0,0,D,AVL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 3, 4]",2.75,"[2, 3, 4, 5]","['Everton', 'Crystal Palace', 'West Ham', 'Arsenal']","['H', 'a', 'H', 'a']"
58,,,54469,0,0,0,0,0,2,0.4,1.4,5,Adam,5.0,57,False,,,45,54469.jpg,1.1,Smith,0.2,False,,a,Bournemouth,91,5,832,832,656,656,1.1,1.1,Smith,90,0,0,1,0,0,0,0,1,0,0,0,13,6.2,1.3,4.0,1.2,192,84,182,61,132,33,219,82,,,,,,,Adam Smith Smith,Defender,1.1,0,D,BOU,825,0.2622811496257782,0.0,1.0,0.0,0.0,0.2622811496257782,0.349021852016449,0.08674071729183197,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
59,,,56872,0,0,0,0,0,3,0.1,1.1,1,Junior,1.0,58,False,,,50,56872.jpg,0.2,Stanislas,0.1,False,,a,Bournemouth,91,1,111,111,888,888,0.2,0.2,Stanislas,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,476,189,481,197,446,175,488,196,3.0,,2.0,,2.0,,Junior Stanislas Stanislas,Midfielder,0.2,0,M,BOU,463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
60,0.0,0.0,81012,0,0,0,0,0,2,0.0,0.0,0,Ryan,0.0,59,False,Lack of match fitness - Expected back 20 Aug,2022-07-31T23:30:04.244175Z,45,81012.jpg,0.0,Fredericks,0.0,False,,i,Bournemouth,91,0,20,20,578,578,0.0,0.0,Fredericks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,350,151,346,148,286,117,366,151,,,,,,,Ryan Fredericks Fredericks,Defender,0.0,0,D,BOU,6817,0.018669476732611656,0.0,1.0,0.0,0.0,0.018669476732611656,0.08924306184053421,0.0705735832452774,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
61,25.0,25.0,111317,0,0,0,0,0,3,0.1,0.4,0,David,0.0,60,False,Lack of match fitness - 25% chance of playing,2022-08-01T17:30:04.697617Z,55,111317.jpg,0.0,Brooks,0.0,False,,d,Bournemouth,91,0,36,36,638,638,0.0,0.0,Brooks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,531,228,539,232,524,223,540,232,,,,,,,David Brooks Brooks,Midfielder,0.0,0,M,BOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
62,,,128309,0,0,0,0,0,3,0.5,1.5,0,Jamal,0.0,61,False,,,55,128309.jpg,0.0,Lowe,0.1,False,,a,Bournemouth,91,0,118,118,521,521,0.0,0.0,Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,532,229,542,233,528,225,541,233,,,,,,,Jamal Lowe Lowe,Midfielder,0.0,0,M,BOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
63,,,128340,0,0,0,0,0,4,0.0,1.0,6,Kieffer,6.0,62,False,,,55,128340.jpg,1.1,Moore,0.6,False,,a,Bournemouth,91,6,22333,22333,4451,4451,1.1,1.1,Moore,90,1,0,1,0,0,0,0,0,0,0,0,27,35.0,5.8,17.0,5.8,31,5,123,14,81,19,55,9,,,,,,,Kieffer Moore Moore,Forward,1.1,1,F,BOU,10743,0.02723807282745838,0.0,1.0,0.0,1.0,0.02723807282745838,0.349021852016449,0.349021852016449,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
64,,,133845,0,0,0,0,0,3,0.1,1.1,0,Emiliano,0.0,63,False,,,50,133845.jpg,0.0,Marcondes,0.0,False,,a,Bournemouth,91,0,30,30,172,172,0.0,0.0,Marcondes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,198,498,206,466,186,501,204,,,,,,,Emiliano Marcondes Marcondes,Midfielder,0.0,0,M,BOU,4401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
65,,,152551,0,0,0,0,1,3,0.1,1.1,10,Jefferson,10.0,64,True,,,50,152551.jpg,2.0,Lerma Solís,0.8,False,,a,Bournemouth,91,10,39822,39822,4494,4494,2.0,2.0,Lerma,90,1,0,1,0,0,0,0,0,0,0,2,30,42.0,0.2,17.0,5.9,13,5,247,128,77,43,54,32,,,,,,,Jefferson Lerma Solís Lerma,Midfielder,2.0,1,M,BOU,2182,0.10186923295259476,0.0,1.0,0.0,1.0,0.10186923295259476,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
66,,,154131,0,0,0,0,0,2,0.4,1.4,0,Jack,0.0,65,False,,,45,154131.jpg,0.0,Stacey,0.1,False,,a,Bournemouth,91,0,46,46,356,356,0.0,0.0,Stacey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,378,165,375,162,319,135,394,165,,,,,,,Jack Stacey Stacey,Defender,0.0,0,D,BOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
67,,,154566,0,0,0,0,0,4,0.3,1.3,2,Dominic,2.0,66,False,,,60,154566.jpg,0.3,Solanke,1.2,False,,a,Bournemouth,91,2,3642,3642,9288,9288,0.3,0.3,Solanke,90,0,0,1,0,0,0,0,0,0,0,0,2,4.4,0.6,43.0,4.8,210,17,215,27,18,8,79,13,,,,,1.0,,Dominic Solanke Solanke,Forward,0.3,0,F,BOU,1679,0.18629740178585052,0.0,3.0,0.0,0.0,0.18629740178585052,0.44857853651046753,0.2622811496257782,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
68,,,155408,0,0,0,0,0,3,0.1,1.1,1,Lewis,1.0,67,False,,,50,155408.jpg,0.2,Cook,0.1,False,,a,Bournemouth,91,1,127,127,362,362,0.2,0.2,Cook,18,0,0,0,0,0,0,0,0,0,0,0,4,7.2,0.3,0.0,0.8,180,70,236,123,471,189,236,106,,,,,,,Lewis Cook Cook,Midfielder,0.2,0,M,BOU,1789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
69,,,156687,0,0,0,0,0,3,-0.5,0.5,2,Ben,2.0,68,False,,,45,156687.jpg,0.4,Pearson,0.3,False,,a,Bournemouth,91,2,6528,6528,1584,1584,0.4,0.4,Pearson,71,0,0,1,0,0,0,0,1,0,0,0,3,4.2,1.3,0.0,0.6,212,90,184,104,324,116,241,110,,,,,,,Ben Pearson Pearson,Midfielder,0.4,0,M,BOU,10742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
70,,,158499,0,0,0,0,0,3,0.5,1.5,1,Ryan,1.0,69,False,,,55,158499.jpg,0.2,Christie,0.1,False,,a,Bournemouth,91,1,100,100,428,428,0.2,0.2,Christie,4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,534,230,239,126,530,227,543,234,2.0,,3.0,,,,Ryan Christie Christie,Midfielder,0.2,0,M,BOU,10744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
71,,,168991,0,0,0,0,0,3,0.5,1.5,2,Philip,2.0,70,False,,,55,168991.jpg,0.4,Billing,0.2,False,,a,Bournemouth,91,2,378,378,924,924,0.4,0.4,Billing,90,0,0,1,0,0,0,0,1,0,0,0,10,22.2,1.0,4.0,2.7,65,25,196,109,147,82,144,72,,,1.0,,,,Philip Billing Billing,Midfielder,0.4,0,M,BOU,6034,0.014949395321309566,0.0,1.0,0.0,0.0,0.014949395321309566,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
72,,,223911,0,0,0,0,0,2,0.4,1.4,7,Chris,7.0,71,False,,,45,223911.jpg,1.6,Mepham,0.1,False,,a,Bournemouth,91,7,1164,1164,339,339,1.6,1.6,Mepham,90,0,0,1,0,0,0,0,0,0,0,1,29,37.0,0.1,0.0,3.7,27,9,253,91,375,169,111,32,,,,,,,Chris Mepham Mepham,Defender,1.6,0,D,BOU,7384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
73,,,229600,0,0,0,0,0,1,0.7,1.7,6,Mark,6.0,72,False,,,45,229600.jpg,1.3,Travers,0.5,False,,a,Bournemouth,91,6,7968,7968,2074,2074,1.3,1.3,Travers,90,0,0,1,0,0,0,0,0,0,2,0,24,14.6,0.0,0.0,1.5,116,11,419,43,379,43,206,11,,,,,,,Mark Travers Travers,Goalkeeper,1.3,0,GK,BOU,7582,0.0,0.0,0.0,0.0,0.0,0.0,0.2622811496257782,0.2622811496257782,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
74,,,235530,0,0,0,0,1,2,0.4,1.4,12,Lloyd,12.0,73,True,,,45,235530.jpg,2.7,Kelly,0.8,False,,a,Bournemouth,91,12,29426,29426,3325,3325,2.7,2.7,Kelly,90,0,1,1,0,0,0,0,0,0,0,3,40,49.6,14.1,2.0,6.6,7,2,89,28,159,47,46,12,,,,,,,Lloyd Kelly Kelly,Defender,2.7,1,D,BOU,8090,0.0,0.02723807282745838,0.0,1.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
75,,,244085,0,0,0,0,0,3,0.1,1.1,0,Siriki,0.0,74,False,,,50,244085.jpg,0.0,Dembélé,0.1,False,,a,Bournemouth,91,0,239,239,874,874,0.0,0.0,Dembélé,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,516,217,525,223,503,209,525,221,,,,,,,Siriki Dembélé Dembélé,Midfielder,0.0,0,M,BOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
76,,,444180,0,0,0,0,0,3,0.5,1.5,0,Jaidon,0.0,75,False,,,55,444180.jpg,0.0,Anthony,0.1,False,,a,Bournemouth,91,0,226,226,929,929,0.0,0.0,Anthony,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,546,239,550,239,542,237,551,240,1.0,,,,,,Jaidon Anthony Anthony,Midfielder,0.0,0,M,BOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
77,,,447932,0,0,0,0,0,2,0.4,1.4,6,Jordan,6.0,76,False,,,45,447932.jpg,1.3,Zemura,0.2,False,,a,Bournemouth,91,6,1964,1964,616,616,1.3,1.3,Zemura,90,0,0,1,0,0,0,0,0,0,0,0,25,21.6,10.7,2.0,3.4,68,27,110,34,163,49,121,36,,,,,,,Jordan Zemura Zemura,Defender,1.3,0,D,BOU,10740,0.0,0.08674071729183197,0.0,1.0,0.0,0.0,0.349021852016449,0.2622811496257782,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
78,,,444172,0,0,0,0,0,1,-0.5,0.5,0,Will,0.0,77,False,,,40,444172.jpg,0.0,Dennis,0.7,False,,a,Bournemouth,91,0,1449,1449,1276,1276,0.0,0.0,Dennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,317,46,312,27,246,27,333,46,,,,,,,Will Dennis Dennis,Goalkeeper,0.0,0,GK,BOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
79,0.0,0.0,156685,0,0,0,0,0,3,0.0,0.0,0,Joe,0.0,505,False,Thigh injury - Expected back 03 Sep,2022-07-31T23:30:04.384595Z,50,156685.jpg,0.0,Rothwell,0.0,False,,i,Bournemouth,91,0,22,22,112,112,0.0,0.0,Rothwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,493,200,502,208,472,190,504,206,4.0,,,,,,Joe Rothwell Rothwell,Midfielder,0.0,0,M,BOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 3, 5, 2]",3.75,"[2, 3, 4, 5]","['Man City', 'Arsenal', 'Liverpool', 'Wolves']","['a', 'H', 'a', 'H']"
